pipeline,selection_rate_overall,AIR,unfairness,pct_true_top_hired,pct_true_retained_hired,pct_true_retained_top_hired,overall_accuracy,final_score,uses_protected_in_scoring,decision_rule,threshold,fit_oof_final_score,fit_oof_AIR
this_repo_competition_style,0.5,0.9251778093883357,7.482219061166429,0.9984,0.5422612513721186,0.9974937343358395,88.39121800109493,80.9089989399285,True,median_cut,,,
this_repo_competition_style_no_proxy,0.5,0.8444707273802484,15.552927261975158,1.0,0.5389681668496158,1.0,88.47420417124039,72.92127690926523,False,median_cut,,,
this_repo_standards_aligned,0.49429657794676807,0.8440191387559808,15.598086124401922,1.0,0.5411635565312843,1.0,88.52908891328211,72.93100278888019,False,oof_metric_threshold_sel50,0.21506647133347975,72.90794136135631,0.8435540298605522
this_repo_standards_aligned_air80,0.49429657794676807,0.8440191387559808,15.598086124401922,1.0,0.5411635565312843,1.0,88.52908891328211,72.93100278888019,False,oof_metric_threshold_sel50_air_floor_0.80,0.21506647133347975,72.90794136135631,0.8435540298605522
this_repo_standards_aligned_unconstrained,0.9575411913814955,0.9977116704805491,0.22883295194509046,1.0,0.9703622392974753,1.0,99.25905598243688,99.03022303049178,False,oof_metric_threshold_unconstrained,0.07461731024086475,95.8981972024079,0.9692014507620762
